sentence,label,concept,category,feature,id
a robin can breathe.,1,robin,bird,can breathe,6102
an owl can breathe.,1,owl,bird,can breathe,6103
a monkey can breathe.,1,monkey,animal,can breathe,6104
a beetle can breathe.,1,beetle,invertebrate,can breathe,6105
a duck can breathe.,1,duck,bird,can breathe,6106
a panther can breathe.,1,panther,animal,can breathe,6107
a flamingo can breathe.,1,flamingo,bird,can breathe,6108
a flea can breathe.,1,flea,invertebrate,can breathe,6109
a squirrel can breathe.,1,squirrel,animal,can breathe,6110
a crane can breathe.,1,crane,bird,can breathe,6111
a tuna can breathe.,1,tuna,fish,can breathe,6112
a falcon can breathe.,1,falcon,bird,can breathe,6113
a crayfish can breathe.,1,crayfish,sea creature,can breathe,6114
a cat can breathe.,1,cat,animal,can breathe,6115
a gorilla can breathe.,1,gorilla,animal,can breathe,6116
a jellyfish can breathe.,1,jellyfish,sea creature,can breathe,6117
a shrimp can breathe.,1,shrimp,sea creature,can breathe,6118
a ladybird can breathe.,1,ladybird,invertebrate,can breathe,6119
an ant can breathe.,1,ant,invertebrate,can breathe,6120
a kangaroo can breathe.,1,kangaroo,animal,can breathe,6121
an eel can breathe.,1,eel,fish,can breathe,6122
a sparrow can breathe.,1,sparrow,bird,can breathe,6123
a shark can breathe.,1,shark,fish,can breathe,6124
an ox can breathe.,1,ox,animal,can breathe,6125
a whale can breathe.,1,whale,sea creature,can breathe,6126
a deer can breathe.,1,deer,animal,can breathe,6127
a nightingale can breathe.,1,nightingale,bird,can breathe,6128
a buttercup can breathe.,0,buttercup,flower,can breathe,6129
a carnation can breathe.,0,carnation,flower,can breathe,6130
a ball can breathe.,0,ball,toy,can breathe,6131
a dice can breathe.,0,dice,toy,can breathe,6132
a basin can breathe.,0,basin,container,can breathe,6133
a tricycle can breathe.,0,tricycle,vehicle,can breathe,6134
a chestnut tree can breathe.,0,chestnut,tree,can breathe,6135
a desk can breathe.,0,desk,furniture,can breathe,6136
a cupboard can breathe.,0,cupboard,furniture,can breathe,6137
a rocket can breathe.,0,rocket,vehicle,can breathe,6138
a carriage can breathe.,0,carriage,vehicle,can breathe,6139
a dresser can breathe.,0,dresser,furniture,can breathe,6140
a bone can breathe.,0,bone,body part,can breathe,6141
a cannon can breathe.,0,cannon,weapon,can breathe,6142
a guitar can breathe.,0,guitar,music,can breathe,6143
a daffodil can breathe.,0,daffodil,flower,can breathe,6144
a screw can breathe.,0,screw,tool,can breathe,6145
a basket can breathe.,0,basket,container,can breathe,6146
a pine tree can breathe.,0,pine,tree,can breathe,6147
a ladle can breathe.,0,ladle,kitchenware,can breathe,6148
a cage can breathe.,0,cage,container,can breathe,6149
a sledge can breathe.,0,sledge,vehicle,can breathe,6150
a mirror can breathe.,0,mirror,furniture,can breathe,6151
gin can breathe.,0,gin,drink,can breathe,6152
a bucket can breathe.,0,bucket,container,can breathe,6153
a pie can breathe.,0,pie,food,can breathe,6154
a tulip can breathe.,0,tulip,flower,can breathe,6155
a swimsuit can breathe.,0,swimsuit,clothing,can breathe,6156
an eggplant can breathe.,0,eggplant,vegetable,can breathe,6157
a chest of drawers can breathe.,0,chest_of_drawers,furniture,can breathe,6158
a kiwi can breathe.,0,kiwi,fruit,can breathe,6159
a tractor can breathe.,0,tractor,vehicle,can breathe,6160
a football can breathe.,0,football,toy,can breathe,6161
a screwdriver can breathe.,0,screwdriver,tool,can breathe,6162
a grenade can breathe.,0,grenade,weapon,can breathe,6163
a hyacinth can breathe.,0,hyacinth,flower,can breathe,6164
an organ can breathe.,0,organ,music,can breathe,6165
a spatula can breathe.,0,spatula,kitchenware,can breathe,6166
a gun can breathe.,0,gun,weapon,can breathe,6167
a broom can breathe.,0,broom,tool,can breathe,6168
a pajama can breathe.,0,pajama,clothing,can breathe,6169
ice cream can breathe.,0,ice_cream,food,can breathe,6170
a suit can breathe.,0,suit,clothing,can breathe,6171
pliers can breathe.,0,pliers,tool,can breathe,6172
a hair can breathe.,0,hair,body part,can breathe,6173
a marble can breathe.,0,marble,toy,can breathe,6174
a hoe can breathe.,0,hoe,tool,can breathe,6175
a lamp can breathe.,0,lamp,furniture,can breathe,6176
a helmet can breathe.,0,helmet,clothing,can breathe,6177
a sink can breathe.,0,sink,container,can breathe,6178
an oak tree can breathe.,0,oak,tree,can breathe,6179
a sofa can breathe.,0,sofa,furniture,can breathe,6180
a sunflower can breathe.,0,sunflower,flower,can breathe,6181
a eucalyptus tree can breathe.,0,eucalyptus,tree,can breathe,6182
a trombone can breathe.,0,trombone,music,can breathe,6183
a rollerskate can breathe.,0,rollerskate,toy,can breathe,6184
an arm can breathe.,0,arm,body part,can breathe,6185
a frisbee can breathe.,0,frisbee,toy,can breathe,6186
a scarf can breathe.,0,scarf,clothing,can breathe,6187
a bolt can breathe.,0,bolt,tool,can breathe,6188
an orchid can breathe.,0,orchid,flower,can breathe,6189
a daisy can breathe.,0,daisy,flower,can breathe,6190
a bag can breathe.,0,bag,container,can breathe,6191
butter can breathe.,0,butter,food,can breathe,6192
an elm tree can breathe.,0,elm,tree,can breathe,6193
a chandelier can breathe.,0,chandelier,furniture,can breathe,6194
a puppet can breathe.,0,puppet,toy,can breathe,6195
a camera can breathe.,0,camera,appliance,can breathe,6196
a geranium can breathe.,0,geranium,flower,can breathe,6197
a barrel can breathe.,0,barrel,container,can breathe,6198
a table can breathe.,0,table,furniture,can breathe,6199
a bookcase can breathe.,0,bookcase,furniture,can breathe,6200
an armor can breathe.,0,armor,clothing,can breathe,6201
a cup can breathe.,0,cup,container,can breathe,6202
a nail can breathe.,0,nail,tool,can breathe,6203
a bikini can breathe.,0,bikini,clothing,can breathe,6204
a dandelion can breathe.,0,dandelion,flower,can breathe,6205
a gown can breathe.,0,gown,clothing,can breathe,6206
a rake can breathe.,0,rake,tool,can breathe,6207
a sandwich can breathe.,0,sandwich,food,can breathe,6208
a spade can breathe.,0,spade,tool,can breathe,6209
a doll can breathe.,0,doll,toy,can breathe,6210
a tweezer can breathe.,0,tweezer,tool,can breathe,6211
a bathtub can breathe.,0,bathtub,container,can breathe,6212
a plow can breathe.,0,plow,tool,can breathe,6213
a trolley can breathe.,0,trolley,vehicle,can breathe,6214
ketchup can breathe.,0,ketchup,food,can breathe,6215
a violin can breathe.,0,violin,music,can breathe,6216
a limousine can breathe.,0,limousine,vehicle,can breathe,6217
a club can breathe.,0,club,weapon,can breathe,6218
a coat can breathe.,0,coat,clothing,can breathe,6219
a balloon can breathe.,0,balloon,toy,can breathe,6220
a satchel can breathe.,0,satchel,container,can breathe,6221
a jar can breathe.,0,jar,container,can breathe,6222
a van can breathe.,0,van,vehicle,can breathe,6223
a willow tree can breathe.,0,willow,tree,can breathe,6224
a tray can breathe.,0,tray,kitchenware,can breathe,6225
a catapult can breathe.,0,catapult,weapon,can breathe,6226
a harpoon can breathe.,0,harpoon,weapon,can breathe,6227
a bin can breathe.,0,bin,container,can breathe,6228
a mug can breathe.,0,mug,container,can breathe,6229
a marigold can breathe.,0,marigold,flower,can breathe,6230
a raft can breathe.,0,raft,water vehicle,can breathe,6231
a bowl can breathe.,0,bowl,container,can breathe,6232
a cloak can breathe.,0,cloak,clothing,can breathe,6233
a yoyo can breathe.,0,yoyo,toy,can breathe,6234
earmuffs can breathe.,0,earmuffs,clothing,can breathe,6235
a wheelbarrow can breathe.,0,wheelbarrow,vehicle,can breathe,6236
a pear can breathe.,0,pear,fruit,can breathe,6237
a bottle can breathe.,0,bottle,container,can breathe,6238
a rattle can breathe.,0,rattle,toy,can breathe,6239
a sycamore tree can breathe.,0,sycamore,tree,can breathe,6240
a bow can breathe.,0,bow,weapon,can breathe,6241
a rhubarb can breathe.,0,rhubarb,fruit,can breathe,6242
a watermelon can breathe.,0,watermelon,fruit,can breathe,6243
an eye can breathe.,0,eye,body part,can breathe,6244
a brussels sprout can breathe.,0,brussels_sprout,vegetable,can breathe,6245
a fir tree can breathe.,0,fir,tree,can breathe,6246
a sword can breathe.,0,sword,weapon,can breathe,6247
a jug can breathe.,0,jug,container,can breathe,6248
a rose can breathe.,0,rose,flower,can breathe,6249
a cymbal can breathe.,0,cymbal,music,can breathe,6250
a bed can breathe.,0,bed,furniture,can breathe,6251
a box can breathe.,0,box,container,can breathe,6252
a piano can breathe.,0,piano,music,can breathe,6253
an ear can breathe.,0,ear,body part,can breathe,6254
a pansy can breathe.,0,pansy,flower,can breathe,6255
a cherry can breathe.,0,cherry,fruit,can breathe,6256
a peeler can breathe.,0,peeler,kitchenware,can breathe,6257
a hutch can breathe.,0,hutch,container,can breathe,6258
a strainer can breathe.,0,strainer,kitchenware,can breathe,6259
a veil can breathe.,0,veil,clothing,can breathe,6260
a bench can breathe.,0,bench,furniture,can breathe,6261
a lily can breathe.,0,lily,flower,can breathe,6262
a birch tree can breathe.,0,birch,tree,can breathe,6263
a bomb can breathe.,0,bomb,weapon,can breathe,6264
a shirt can breathe.,0,shirt,clothing,can breathe,6265
a clamp can breathe.,0,clamp,tool,can breathe,6266
a kite can breathe.,0,kite,toy,can breathe,6267
a chopping board can breathe.,0,chopping_board,kitchenware,can breathe,6268
a grapefruit can breathe.,0,grapefruit,fruit,can breathe,6269
a drill can breathe.,0,drill,tool,can breathe,6270
a plate can breathe.,0,plate,kitchenware,can breathe,6271
a bicycle can breathe.,0,bicycle,vehicle,can breathe,6272
flour can breathe.,0,flour,food,can breathe,6273
a coach can breathe.,0,coach,vehicle,can breathe,6274
a train can breathe.,0,train,vehicle,can breathe,6275
a spirit level can breathe.,0,spirit_level,tool,can breathe,6276
a wallet can breathe.,0,wallet,container,can breathe,6277
a leotard can breathe.,0,leotard,clothing,can breathe,6278
a saw can breathe.,0,saw,tool,can breathe,6279
a poppy can breathe.,0,poppy,flower,can breathe,6280
a bus can breathe.,0,bus,vehicle,can breathe,6281
a nose is used for breathing.,1,nose,body part,is used for breathing,6282
an ear is used for breathing.,0,ear,body part,is used for breathing,6283
an eye is used for breathing.,0,eye,body part,is used for breathing,6284
a hummingbird has feet.,1,hummingbird,bird,has feet,6701
a tiger has feet.,1,tiger,animal,has feet,6702
a wolf has feet.,1,wolf,animal,has feet,6703
a bear has feet.,1,bear,animal,has feet,6704
a cow has feet.,1,cow,animal,has feet,6705
a buzzard has feet.,1,buzzard,bird,has feet,6706
an alligator has feet.,1,alligator,animal,has feet,6707
a calf has feet.,1,calf,animal,has feet,6708
a desk has feet.,1,desk,furniture,has feet,6709
a wren has feet.,1,wren,bird,has feet,6710
an emu has feet.,1,emu,bird,has feet,6711
an iguana has feet.,1,iguana,animal,has feet,6712
a hippo has feet.,1,hippo,animal,has feet,6713
a dove has feet.,1,dove,bird,has feet,6714
a partridge has feet.,1,partridge,bird,has feet,6715
a rabbit has feet.,1,rabbit,animal,has feet,6716
a goose has feet.,1,goose,bird,has feet,6717
a pig has feet.,1,pig,animal,has feet,6718
a camel has feet.,1,camel,animal,has feet,6719
a chipmunk has feet.,1,chipmunk,animal,has feet,6720
a toad has feet.,1,toad,animal,has feet,6721
a goat has feet.,1,goat,animal,has feet,6722
a fox has feet.,1,fox,animal,has feet,6723
a chicken has feet.,1,chicken,bird,has feet,6724
a platypus has feet.,1,platypus,animal,has feet,6725
a pelican has feet.,1,pelican,bird,has feet,6726
a seagull has feet.,1,seagull,bird,has feet,6727
a starling has feet.,1,starling,bird,has feet,6728
a tortoise has feet.,1,tortoise,animal,has feet,6729
a rhino has feet.,1,rhino,animal,has feet,6730
a crocodile has feet.,1,crocodile,animal,has feet,6731
a beaver has feet.,1,beaver,animal,has feet,6732
an eagle has feet.,1,eagle,bird,has feet,6733
a skunk has feet.,1,skunk,animal,has feet,6734
a hyena has feet.,1,hyena,animal,has feet,6735
a lamb has feet.,1,lamb,animal,has feet,6736
a sofa has feet.,1,sofa,furniture,has feet,6737
an armchair has feet.,1,armchair,furniture,has feet,6738
a zebra has feet.,1,zebra,animal,has feet,6739
a giraffe has feet.,1,giraffe,animal,has feet,6740
a penguin has feet.,1,penguin,bird,has feet,6741
a cheetah has feet.,1,cheetah,animal,has feet,6742
a leopard has feet.,1,leopard,animal,has feet,6743
an elephant has feet.,1,elephant,animal,has feet,6744
a hamster has feet.,1,hamster,animal,has feet,6745
a porcupine has feet.,1,porcupine,animal,has feet,6746
a donkey has feet.,1,donkey,animal,has feet,6747
a hawk has feet.,1,hawk,bird,has feet,6748
a cockerel has feet.,1,cockerel,bird,has feet,6749
a canary has feet.,1,canary,bird,has feet,6750
a magpie has feet.,1,magpie,bird,has feet,6751
a seal has feet.,1,seal,animal,has feet,6752
a pigeon has feet.,1,pigeon,bird,has feet,6753
a hedgehog has feet.,1,hedgehog,animal,has feet,6754
a turtle has feet.,1,turtle,sea creature,has feet,6755
a rattlesnake has feet.,1,rattlesnake,animal,has feet,6756
an otter has feet.,1,otter,animal,has feet,6757
a horse has feet.,1,horse,animal,has feet,6758
a buffalo has feet.,1,buffalo,animal,has feet,6759
a peacock has feet.,1,peacock,bird,has feet,6760
a bat has feet.,1,bat,animal,has feet,6761
a pony has feet.,1,pony,animal,has feet,6762
an ostrich has feet.,1,ostrich,bird,has feet,6763
a lion has feet.,1,lion,animal,has feet,6764
a llama has feet.,1,llama,animal,has feet,6765
a lizard has feet.,1,lizard,animal,has feet,6766
a budgie has feet.,1,budgie,bird,has feet,6767
a swan has feet.,1,swan,bird,has feet,6768
a turkey has feet.,1,turkey,bird,has feet,6769
a woodpecker has feet.,1,woodpecker,bird,has feet,6770
a parakeet has feet.,1,parakeet,bird,has feet,6771
a sheep has feet.,1,sheep,animal,has feet,6772
a heron has feet.,1,heron,bird,has feet,6773
a gerbil has feet.,1,gerbil,animal,has feet,6774
a guinea pig has feet.,1,guinea_pig,animal,has feet,6775
a rat has feet.,1,rat,animal,has feet,6776
a kingfisher has feet.,1,kingfisher,bird,has feet,6777
a moose has feet.,1,moose,animal,has feet,6778
a dog has feet.,1,dog,animal,has feet,6779
a raven has feet.,1,raven,bird,has feet,6780
a raccoon has feet.,1,raccoon,animal,has feet,6781
a mouse has feet.,1,mouse,animal,has feet,6782
a frog has feet.,1,frog,animal,has feet,6783
a robin has feet.,1,robin,bird,has feet,6784
an owl has feet.,1,owl,bird,has feet,6785
a monkey has feet.,1,monkey,animal,has feet,6786
a duck has feet.,1,duck,bird,has feet,6787
a panther has feet.,1,panther,animal,has feet,6788
a flamingo has feet.,1,flamingo,bird,has feet,6789
a squirrel has feet.,1,squirrel,animal,has feet,6790
a crane has feet.,1,crane,bird,has feet,6791
a falcon has feet.,1,falcon,bird,has feet,6792
a cat has feet.,1,cat,animal,has feet,6793
a gorilla has feet.,1,gorilla,animal,has feet,6794
a kangaroo has feet.,1,kangaroo,animal,has feet,6795
a sparrow has feet.,1,sparrow,bird,has feet,6796
an ox has feet.,1,ox,animal,has feet,6797
a deer has feet.,1,deer,animal,has feet,6798
a nightingale has feet.,1,nightingale,bird,has feet,6799
a buttercup has feet.,0,buttercup,flower,has feet,6800
a carnation has feet.,0,carnation,flower,has feet,6801
a dice has feet.,0,dice,toy,has feet,6802
a lobster has feet.,0,lobster,sea creature,has feet,6803
a basin has feet.,0,basin,container,has feet,6804
a sardine has feet.,0,sardine,fish,has feet,6805
a seahorse has feet.,0,seahorse,fish,has feet,6806
a cockroach has feet.,0,cockroach,invertebrate,has feet,6807
a flounder has feet.,0,flounder,fish,has feet,6808
a chestnut tree has feet.,0,chestnut,tree,has feet,6809
a balloon has feet.,0,balloon,toy,has feet,6810
a cupboard has feet.,0,cupboard,furniture,has feet,6811
a rocket has feet.,0,rocket,vehicle,has feet,6812
a stick insect has feet.,0,stick_insect,invertebrate,has feet,6813
a dresser has feet.,0,dresser,furniture,has feet,6814
a crab has feet.,0,crab,sea creature,has feet,6815
a cannon has feet.,0,cannon,weapon,has feet,6816
a cod has feet.,0,cod,fish,has feet,6817
a willow tree has feet.,0,willow,tree,has feet,6818
a mitten has feet.,0,mitten,clothing,has feet,6819
a hornet has feet.,0,hornet,invertebrate,has feet,6820
a daffodil has feet.,0,daffodil,flower,has feet,6821
a tray has feet.,0,tray,kitchenware,has feet,6822
a screw has feet.,0,screw,tool,has feet,6823
a catapult has feet.,0,catapult,weapon,has feet,6824
a basket has feet.,0,basket,container,has feet,6825
a pine tree has feet.,0,pine,tree,has feet,6826
a grasshopper has feet.,0,grasshopper,invertebrate,has feet,6827
a millipede has feet.,0,millipede,invertebrate,has feet,6828
an ambulance has feet.,0,ambulance,vehicle,has feet,6829
a mirror has feet.,0,mirror,furniture,has feet,6830
a snail has feet.,0,snail,invertebrate,has feet,6831
a bin has feet.,0,bin,container,has feet,6832
a dolphin has feet.,0,dolphin,sea creature,has feet,6833
a marigold has feet.,0,marigold,flower,has feet,6834
a herring has feet.,0,herring,fish,has feet,6835
a raft has feet.,0,raft,water vehicle,has feet,6836
a bucket has feet.,0,bucket,container,has feet,6837
a salmon has feet.,0,salmon,fish,has feet,6838
a tulip has feet.,0,tulip,flower,has feet,6839
a yoyo has feet.,0,yoyo,toy,has feet,6840
a squid has feet.,0,squid,sea creature,has feet,6841
a tarantula has feet.,0,tarantula,invertebrate,has feet,6842
a harmonica has feet.,0,harmonica,music,has feet,6843
a chest of drawers has feet.,0,chest_of_drawers,furniture,has feet,6844
earmuffs has feet.,0,earmuffs,clothing,has feet,6845
a caterpillar has feet.,0,caterpillar,invertebrate,has feet,6846
a kettle has feet.,0,kettle,appliance,has feet,6847
an octopus has feet.,0,octopus,sea creature,has feet,6848
a spider has feet.,0,spider,invertebrate,has feet,6849
a bottle has feet.,0,bottle,container,has feet,6850
a clam has feet.,0,clam,sea creature,has feet,6851
a rattle has feet.,0,rattle,toy,has feet,6852
a sycamore tree has feet.,0,sycamore,tree,has feet,6853
a hyacinth has feet.,0,hyacinth,flower,has feet,6854
a minnow has feet.,0,minnow,fish,has feet,6855
a goldfish has feet.,0,goldfish,fish,has feet,6856
a mussel has feet.,0,mussel,sea creature,has feet,6857
a housefly has feet.,0,housefly,invertebrate,has feet,6858
a brussels sprout has feet.,0,brussels_sprout,vegetable,has feet,6859
a fir tree has feet.,0,fir,tree,has feet,6860
a butterfly has feet.,0,butterfly,invertebrate,has feet,6861
a moth has feet.,0,moth,invertebrate,has feet,6862
a rose has feet.,0,rose,flower,has feet,6863
a walrus has feet.,0,walrus,sea creature,has feet,6864
a mackerel has feet.,0,mackerel,fish,has feet,6865
an oyster has feet.,0,oyster,sea creature,has feet,6866
a trout has feet.,0,trout,fish,has feet,6867
a hair has feet.,0,hair,body part,has feet,6868
a scallop has feet.,0,scallop,sea creature,has feet,6869
a worm has feet.,0,worm,invertebrate,has feet,6870
a box has feet.,0,box,container,has feet,6871
a garlic has feet.,0,garlic,vegetable,has feet,6872
a lamp has feet.,0,lamp,furniture,has feet,6873
a helmet has feet.,0,helmet,clothing,has feet,6874
a leek has feet.,0,leek,vegetable,has feet,6875
a sink has feet.,0,sink,container,has feet,6876
an oak tree has feet.,0,oak,tree,has feet,6877
a pansy has feet.,0,pansy,flower,has feet,6878
a eucalyptus tree has feet.,0,eucalyptus,tree,has feet,6879
a sunflower has feet.,0,sunflower,flower,has feet,6880
a beetle has feet.,0,beetle,invertebrate,has feet,6881
a peeler has feet.,0,peeler,kitchenware,has feet,6882
a cricket has feet.,0,cricket,invertebrate,has feet,6883
a rollerskate has feet.,0,rollerskate,toy,has feet,6884
a bee has feet.,0,bee,invertebrate,has feet,6885
a cart has feet.,0,cart,vehicle,has feet,6886
a slug has feet.,0,slug,invertebrate,has feet,6887
a wasp has feet.,0,wasp,invertebrate,has feet,6888
an orchid has feet.,0,orchid,flower,has feet,6889
a flea has feet.,0,flea,invertebrate,has feet,6890
a locust has feet.,0,locust,invertebrate,has feet,6891
a bench has feet.,0,bench,furniture,has feet,6892
a centipede has feet.,0,centipede,invertebrate,has feet,6893
a daisy has feet.,0,daisy,flower,has feet,6894
a bag has feet.,0,bag,container,has feet,6895
a lily has feet.,0,lily,flower,has feet,6896
butter has feet.,0,butter,food,has feet,6897
a birch tree has feet.,0,birch,tree,has feet,6898
an elm tree has feet.,0,elm,tree,has feet,6899
a bomb has feet.,0,bomb,weapon,has feet,6900
a tuna has feet.,0,tuna,fish,has feet,6901
a chandelier has feet.,0,chandelier,furniture,has feet,6902
a puppet has feet.,0,puppet,toy,has feet,6903
a toaster has feet.,0,toaster,appliance,has feet,6904
a scorpion has feet.,0,scorpion,invertebrate,has feet,6905
a crayfish has feet.,0,crayfish,sea creature,has feet,6906
a donut has feet.,0,donut,food,has feet,6907
an apple has feet.,0,apple,fruit,has feet,6908
a geranium has feet.,0,geranium,flower,has feet,6909
a table has feet.,0,table,furniture,has feet,6910
a barrel has feet.,0,barrel,container,has feet,6911
a kite has feet.,0,kite,toy,has feet,6912
a jellyfish has feet.,0,jellyfish,sea creature,has feet,6913
a shrimp has feet.,0,shrimp,sea creature,has feet,6914
a carp has feet.,0,carp,fish,has feet,6915
a chopping board has feet.,0,chopping_board,kitchenware,has feet,6916
a drill has feet.,0,drill,tool,has feet,6917
a typewriter has feet.,0,typewriter,appliance,has feet,6918
a termite has feet.,0,termite,invertebrate,has feet,6919
a ladybird has feet.,0,ladybird,invertebrate,has feet,6920
a mushroom has feet.,0,mushroom,vegetable,has feet,6921
an ant has feet.,0,ant,invertebrate,has feet,6922
a coach has feet.,0,coach,vehicle,has feet,6923
a bookcase has feet.,0,bookcase,furniture,has feet,6924
an armor has feet.,0,armor,clothing,has feet,6925
a cup has feet.,0,cup,container,has feet,6926
an eel has feet.,0,eel,fish,has feet,6927
a train has feet.,0,train,vehicle,has feet,6928
a shark has feet.,0,shark,fish,has feet,6929
a wallet has feet.,0,wallet,container,has feet,6930
a dandelion has feet.,0,dandelion,flower,has feet,6931
a whale has feet.,0,whale,sea creature,has feet,6932
a lettuce has feet.,0,lettuce,vegetable,has feet,6933
a prawn has feet.,0,prawn,sea creature,has feet,6934
a dragonfly has feet.,0,dragonfly,invertebrate,has feet,6935
a poppy has feet.,0,poppy,flower,has feet,6936
a mosquito has feet.,0,mosquito,invertebrate,has feet,6937
a bus has feet.,0,bus,vehicle,has feet,6938
a doll has feet.,0,doll,toy,has feet,6939
a tweezer has feet.,0,tweezer,tool,has feet,6940
a hummingbird has a body.,1,hummingbird,bird,has a body,7255
a tiger has a body.,1,tiger,animal,has a body,7256
a wolf has a body.,1,wolf,animal,has a body,7257
a lobster has a body.,1,lobster,sea creature,has a body,7258
a bear has a body.,1,bear,animal,has a body,7259
a cow has a body.,1,cow,animal,has a body,7260
a seahorse has a body.,1,seahorse,fish,has a body,7261
a cockroach has a body.,1,cockroach,invertebrate,has a body,7262
a buzzard has a body.,1,buzzard,bird,has a body,7263
an alligator has a body.,1,alligator,animal,has a body,7264
a calf has a body.,1,calf,animal,has a body,7265
a wren has a body.,1,wren,bird,has a body,7266
an emu has a body.,1,emu,bird,has a body,7267
an iguana has a body.,1,iguana,animal,has a body,7268
a hippo has a body.,1,hippo,animal,has a body,7269
a crab has a body.,1,crab,sea creature,has a body,7270
a dove has a body.,1,dove,bird,has a body,7271
a cod has a body.,1,cod,fish,has a body,7272
a partridge has a body.,1,partridge,bird,has a body,7273
a grasshopper has a body.,1,grasshopper,invertebrate,has a body,7274
a rabbit has a body.,1,rabbit,animal,has a body,7275
a goose has a body.,1,goose,bird,has a body,7276
a pig has a body.,1,pig,animal,has a body,7277
a camel has a body.,1,camel,animal,has a body,7278
a herring has a body.,1,herring,fish,has a body,7279
a chipmunk has a body.,1,chipmunk,animal,has a body,7280
a toad has a body.,1,toad,animal,has a body,7281
a goat has a body.,1,goat,animal,has a body,7282
a caterpillar has a body.,1,caterpillar,invertebrate,has a body,7283
a fox has a body.,1,fox,animal,has a body,7284
an octopus has a body.,1,octopus,sea creature,has a body,7285
a chicken has a body.,1,chicken,bird,has a body,7286
a platypus has a body.,1,platypus,animal,has a body,7287
a pelican has a body.,1,pelican,bird,has a body,7288
a seagull has a body.,1,seagull,bird,has a body,7289
a mussel has a body.,1,mussel,sea creature,has a body,7290
a starling has a body.,1,starling,bird,has a body,7291
a tortoise has a body.,1,tortoise,animal,has a body,7292
a rhino has a body.,1,rhino,animal,has a body,7293
a crocodile has a body.,1,crocodile,animal,has a body,7294
a beaver has a body.,1,beaver,animal,has a body,7295
an eagle has a body.,1,eagle,bird,has a body,7296
a walrus has a body.,1,walrus,sea creature,has a body,7297
a skunk has a body.,1,skunk,animal,has a body,7298
a trout has a body.,1,trout,fish,has a body,7299
a scallop has a body.,1,scallop,sea creature,has a body,7300
a worm has a body.,1,worm,invertebrate,has a body,7301
a hyena has a body.,1,hyena,animal,has a body,7302
a lamb has a body.,1,lamb,animal,has a body,7303
a cricket has a body.,1,cricket,invertebrate,has a body,7304
a bee has a body.,1,bee,invertebrate,has a body,7305
a slug has a body.,1,slug,invertebrate,has a body,7306
a wasp has a body.,1,wasp,invertebrate,has a body,7307
a zebra has a body.,1,zebra,animal,has a body,7308
a locust has a body.,1,locust,invertebrate,has a body,7309
a centipede has a body.,1,centipede,invertebrate,has a body,7310
a giraffe has a body.,1,giraffe,animal,has a body,7311
a penguin has a body.,1,penguin,bird,has a body,7312
a cheetah has a body.,1,cheetah,animal,has a body,7313
a leopard has a body.,1,leopard,animal,has a body,7314
a scorpion has a body.,1,scorpion,invertebrate,has a body,7315
an elephant has a body.,1,elephant,animal,has a body,7316
a hamster has a body.,1,hamster,animal,has a body,7317
a porcupine has a body.,1,porcupine,animal,has a body,7318
a carp has a body.,1,carp,fish,has a body,7319
a termite has a body.,1,termite,invertebrate,has a body,7320
a donkey has a body.,1,donkey,animal,has a body,7321
a hawk has a body.,1,hawk,bird,has a body,7322
a cockerel has a body.,1,cockerel,bird,has a body,7323
a canary has a body.,1,canary,bird,has a body,7324
a magpie has a body.,1,magpie,bird,has a body,7325
a prawn has a body.,1,prawn,sea creature,has a body,7326
a seal has a body.,1,seal,animal,has a body,7327
a dragonfly has a body.,1,dragonfly,invertebrate,has a body,7328
a pigeon has a body.,1,pigeon,bird,has a body,7329
a hedgehog has a body.,1,hedgehog,animal,has a body,7330
a mosquito has a body.,1,mosquito,invertebrate,has a body,7331
a turtle has a body.,1,turtle,sea creature,has a body,7332
a doll has a body.,1,doll,toy,has a body,7333
a rattlesnake has a body.,1,rattlesnake,animal,has a body,7334
a sardine has a body.,1,sardine,fish,has a body,7335
an otter has a body.,1,otter,animal,has a body,7336
a flounder has a body.,1,flounder,fish,has a body,7337
a horse has a body.,1,horse,animal,has a body,7338
a buffalo has a body.,1,buffalo,animal,has a body,7339
a stick insect has a body.,1,stick_insect,invertebrate,has a body,7340
a peacock has a body.,1,peacock,bird,has a body,7341
a bat has a body.,1,bat,animal,has a body,7342
a pony has a body.,1,pony,animal,has a body,7343
an ostrich has a body.,1,ostrich,bird,has a body,7344
a hornet has a body.,1,hornet,invertebrate,has a body,7345
a lion has a body.,1,lion,animal,has a body,7346
a llama has a body.,1,llama,animal,has a body,7347
a millipede has a body.,1,millipede,invertebrate,has a body,7348
a lizard has a body.,1,lizard,animal,has a body,7349
a budgie has a body.,1,budgie,bird,has a body,7350
a swan has a body.,1,swan,bird,has a body,7351
a snail has a body.,1,snail,invertebrate,has a body,7352
a turkey has a body.,1,turkey,bird,has a body,7353
a woodpecker has a body.,1,woodpecker,bird,has a body,7354
a dolphin has a body.,1,dolphin,sea creature,has a body,7355
a parakeet has a body.,1,parakeet,bird,has a body,7356
a salmon has a body.,1,salmon,fish,has a body,7357
a sheep has a body.,1,sheep,animal,has a body,7358
a squid has a body.,1,squid,sea creature,has a body,7359
a tarantula has a body.,1,tarantula,invertebrate,has a body,7360
a gerbil has a body.,1,gerbil,animal,has a body,7361
a guinea pig has a body.,1,guinea_pig,animal,has a body,7362
a rat has a body.,1,rat,animal,has a body,7363
