sentence,label,concept,category,feature,id
a millipede has forelimbs.,0,millipede,invertebrate,has forelimbs,14529
a harpoon has forelimbs.,0,harpoon,weapon,has forelimbs,14530
a shovel has forelimbs.,0,shovel,tool,has forelimbs,14531
a gong has forelimbs.,0,gong,music,has forelimbs,14532
a bullet has forelimbs.,0,bullet,weapon,has forelimbs,14533
a ship has forelimbs.,0,ship,water vehicle,has forelimbs,14534
a skirt has forelimbs.,0,skirt,clothing,has forelimbs,14535
a snail has forelimbs.,0,snail,invertebrate,has forelimbs,14536
a bin has forelimbs.,0,bin,container,has forelimbs,14537
a dolphin has forelimbs.,0,dolphin,sea creature,has forelimbs,14538
a television has forelimbs.,0,television,appliance,has forelimbs,14539
a mug has forelimbs.,0,mug,container,has forelimbs,14540
a marigold has forelimbs.,0,marigold,flower,has forelimbs,14541
a raft has forelimbs.,0,raft,water vehicle,has forelimbs,14542
a salmon has forelimbs.,0,salmon,fish,has forelimbs,14543
a bowl has forelimbs.,0,bowl,container,has forelimbs,14544
a yoyo has forelimbs.,0,yoyo,toy,has forelimbs,14545
a squid has forelimbs.,0,squid,sea creature,has forelimbs,14546
a tarantula has forelimbs.,0,tarantula,invertebrate,has forelimbs,14547
earmuffs has forelimbs.,0,earmuffs,clothing,has forelimbs,14548
a machete has forelimbs.,0,machete,tool,has forelimbs,14549
a spider has forelimbs.,0,spider,invertebrate,has forelimbs,14550
a bottle has forelimbs.,0,bottle,container,has forelimbs,14551
a clam has forelimbs.,0,clam,sea creature,has forelimbs,14552
a cradle has forelimbs.,0,cradle,furniture,has forelimbs,14553
a rattle has forelimbs.,0,rattle,toy,has forelimbs,14554
a dagger has forelimbs.,0,dagger,weapon,has forelimbs,14555
a sycamore tree has forelimbs.,0,sycamore,tree,has forelimbs,14556
a bow has forelimbs.,0,bow,weapon,has forelimbs,14557
a minnow has forelimbs.,0,minnow,fish,has forelimbs,14558
an eye has forelimbs.,0,eye,body part,has forelimbs,14559
a goldfish has forelimbs.,0,goldfish,fish,has forelimbs,14560
an airplane has forelimbs.,0,airplane,vehicle,has forelimbs,14561
a truck has forelimbs.,0,truck,vehicle,has forelimbs,14562
a housefly has forelimbs.,0,housefly,invertebrate,has forelimbs,14563
a brussels sprout has forelimbs.,0,brussels_sprout,vegetable,has forelimbs,14564
a fir tree has forelimbs.,0,fir,tree,has forelimbs,14565
a butterfly has forelimbs.,0,butterfly,invertebrate,has forelimbs,14566
a sword has forelimbs.,0,sword,weapon,has forelimbs,14567
a nose has forelimbs.,0,nose,body part,has forelimbs,14568
a submarine has forelimbs.,0,submarine,water vehicle,has forelimbs,14569
a boat has forelimbs.,0,boat,water vehicle,has forelimbs,14570
lemonade has forelimbs.,0,lemonade,drink,has forelimbs,14571
a moth has forelimbs.,0,moth,invertebrate,has forelimbs,14572
a rose has forelimbs.,0,rose,flower,has forelimbs,14573
a mackerel has forelimbs.,0,mackerel,fish,has forelimbs,14574
a cymbal has forelimbs.,0,cymbal,music,has forelimbs,14575
a bed has forelimbs.,0,bed,furniture,has forelimbs,14576
an oyster has forelimbs.,0,oyster,sea creature,has forelimbs,14577
a box has forelimbs.,0,box,container,has forelimbs,14578
a pansy has forelimbs.,0,pansy,flower,has forelimbs,14579
a beetle has forelimbs.,0,beetle,invertebrate,has forelimbs,14580
a peeler has forelimbs.,0,peeler,kitchenware,has forelimbs,14581
a hutch has forelimbs.,0,hutch,container,has forelimbs,14582
a strainer has forelimbs.,0,strainer,kitchenware,has forelimbs,14583
a flea has forelimbs.,0,flea,invertebrate,has forelimbs,14584
a scissors has forelimbs.,0,scissors,tool,has forelimbs,14585
a veil has forelimbs.,0,veil,clothing,has forelimbs,14586
a bench has forelimbs.,0,bench,furniture,has forelimbs,14587
a lily has forelimbs.,0,lily,flower,has forelimbs,14588
a birch tree has forelimbs.,0,birch,tree,has forelimbs,14589
a bomb has forelimbs.,0,bomb,weapon,has forelimbs,14590
a tuna has forelimbs.,0,tuna,fish,has forelimbs,14591
a crayfish has forelimbs.,0,crayfish,sea creature,has forelimbs,14592
a clamp has forelimbs.,0,clamp,tool,has forelimbs,14593
a kite has forelimbs.,0,kite,toy,has forelimbs,14594
a jellyfish has forelimbs.,0,jellyfish,sea creature,has forelimbs,14595
a shrimp has forelimbs.,0,shrimp,sea creature,has forelimbs,14596
a chopping board has forelimbs.,0,chopping_board,kitchenware,has forelimbs,14597
a drill has forelimbs.,0,drill,tool,has forelimbs,14598
a grapefruit has forelimbs.,0,grapefruit,fruit,has forelimbs,14599
a plate has forelimbs.,0,plate,kitchenware,has forelimbs,14600
a ladybird has forelimbs.,0,ladybird,invertebrate,has forelimbs,14601
a bicycle has forelimbs.,0,bicycle,vehicle,has forelimbs,14602
flour has forelimbs.,0,flour,food,has forelimbs,14603
an ant has forelimbs.,0,ant,invertebrate,has forelimbs,14604
a coach has forelimbs.,0,coach,vehicle,has forelimbs,14605
milk has forelimbs.,0,milk,food,has forelimbs,14606
an eel has forelimbs.,0,eel,fish,has forelimbs,14607
a train has forelimbs.,0,train,vehicle,has forelimbs,14608
a shark has forelimbs.,0,shark,fish,has forelimbs,14609
a spirit level has forelimbs.,0,spirit_level,tool,has forelimbs,14610
a wallet has forelimbs.,0,wallet,container,has forelimbs,14611
a leotard has forelimbs.,0,leotard,clothing,has forelimbs,14612
a whale has forelimbs.,0,whale,sea creature,has forelimbs,14613
a potato has forelimbs.,0,potato,vegetable,has forelimbs,14614
a lettuce has forelimbs.,0,lettuce,vegetable,has forelimbs,14615
a saw has forelimbs.,0,saw,tool,has forelimbs,14616
a poppy has forelimbs.,0,poppy,flower,has forelimbs,14617
a bus has forelimbs.,0,bus,vehicle,has forelimbs,14618
a bed can keep the body warm.,1,bed,furniture,can keep the body warm,14675
a shawl can keep the body warm.,1,shawl,clothing,can keep the body warm,14676
a coat can keep the body warm.,1,coat,clothing,can keep the body warm,14677
a robe can keep the body warm.,1,robe,clothing,can keep the body warm,14678
a sock can keep the body warm.,1,sock,clothing,can keep the body warm,14679
a stocking can keep the body warm.,1,stocking,clothing,can keep the body warm,14680
a cape can keep the body warm.,1,cape,clothing,can keep the body warm,14681
a wetsuit can keep the body warm.,1,wetsuit,clothing,can keep the body warm,14682
an armchair can keep the body warm.,1,armchair,furniture,can keep the body warm,14683
a scarf can keep the body warm.,1,scarf,clothing,can keep the body warm,14684
a mitten can keep the body warm.,1,mitten,clothing,can keep the body warm,14685
a parka can keep the body warm.,1,parka,clothing,can keep the body warm,14686
a gloves can keep the body warm.,1,gloves,clothing,can keep the body warm,14687
a cloak can keep the body warm.,1,cloak,clothing,can keep the body warm,14688
a dressing gown can keep the body warm.,1,dressing_gown,clothing,can keep the body warm,14689
earmuffs can keep the body warm.,1,earmuffs,clothing,can keep the body warm,14690
a jacket can keep the body warm.,1,jacket,clothing,can keep the body warm,14691
a sweater can keep the body warm.,1,sweater,clothing,can keep the body warm,14692
tights can keep the body warm.,1,tights,clothing,can keep the body warm,14693
a cap can keep the body warm.,1,cap,clothing,can keep the body warm,14694
a pajama can keep the body warm.,1,pajama,clothing,can keep the body warm,14695
a buttercup can keep the body warm.,0,buttercup,flower,can keep the body warm,14696
a ball can keep the body warm.,0,ball,toy,can keep the body warm,14697
a dice can keep the body warm.,0,dice,toy,can keep the body warm,14698
a basin can keep the body warm.,0,basin,container,can keep the body warm,14699
a bear can keep the body warm.,0,bear,animal,can keep the body warm,14700
a clock can keep the body warm.,0,clock,furniture,can keep the body warm,14701
a club can keep the body warm.,0,club,weapon,can keep the body warm,14702
a balloon can keep the body warm.,0,balloon,toy,can keep the body warm,14703
a horse can keep the body warm.,0,horse,animal,can keep the body warm,14704
a desk can keep the body warm.,0,desk,furniture,can keep the body warm,14705
a cupboard can keep the body warm.,0,cupboard,furniture,can keep the body warm,14706
wine can keep the body warm.,0,wine,drink,can keep the body warm,14707
coffee can keep the body warm.,0,coffee,drink,can keep the body warm,14708
a rocket can keep the body warm.,0,rocket,vehicle,can keep the body warm,14709
a dresser can keep the body warm.,0,dresser,furniture,can keep the body warm,14710
a jar can keep the body warm.,0,jar,container,can keep the body warm,14711
a kayak can keep the body warm.,0,kayak,water vehicle,can keep the body warm,14712
an apron can keep the body warm.,0,apron,clothing,can keep the body warm,14713
a pea can keep the body warm.,0,pea,vegetable,can keep the body warm,14714
a tray can keep the body warm.,0,tray,kitchenware,can keep the body warm,14715
a catapult can keep the body warm.,0,catapult,weapon,can keep the body warm,14716
a basket can keep the body warm.,0,basket,container,can keep the body warm,14717
a harpoon can keep the body warm.,0,harpoon,weapon,can keep the body warm,14718
a ladle can keep the body warm.,0,ladle,kitchenware,can keep the body warm,14719
a cage can keep the body warm.,0,cage,container,can keep the body warm,14720
a sledge can keep the body warm.,0,sledge,vehicle,can keep the body warm,14721
a mirror can keep the body warm.,0,mirror,furniture,can keep the body warm,14722
a bin can keep the body warm.,0,bin,container,can keep the body warm,14723
a turkey can keep the body warm.,0,turkey,bird,can keep the body warm,14724
a raft can keep the body warm.,0,raft,water vehicle,can keep the body warm,14725
a bowl can keep the body warm.,0,bowl,container,can keep the body warm,14726
a bucket can keep the body warm.,0,bucket,container,can keep the body warm,14727
a harmonica can keep the body warm.,0,harmonica,music,can keep the body warm,14728
a yoyo can keep the body warm.,0,yoyo,toy,can keep the body warm,14729
a gerbil can keep the body warm.,0,gerbil,animal,can keep the body warm,14730
a chest of drawers can keep the body warm.,0,chest_of_drawers,furniture,can keep the body warm,14731
a bottle can keep the body warm.,0,bottle,container,can keep the body warm,14732
a screwdriver can keep the body warm.,0,screwdriver,tool,can keep the body warm,14733
a rattle can keep the body warm.,0,rattle,toy,can keep the body warm,14734
an eye can keep the body warm.,0,eye,body part,can keep the body warm,14735
a blouse can keep the body warm.,0,blouse,clothing,can keep the body warm,14736
a raccoon can keep the body warm.,0,raccoon,animal,can keep the body warm,14737
a toe can keep the body warm.,0,toe,body part,can keep the body warm,14738
a washing machine can keep the body warm.,0,washing_machine,appliance,can keep the body warm,14739
an avocado can keep the body warm.,0,avocado,vegetable,can keep the body warm,14740
a broom can keep the body warm.,0,broom,tool,can keep the body warm,14741
a rose can keep the body warm.,0,rose,flower,can keep the body warm,14742
a scalpel can keep the body warm.,0,scalpel,tool,can keep the body warm,14743
cheese can keep the body warm.,0,cheese,food,can keep the body warm,14744
a box can keep the body warm.,0,box,container,can keep the body warm,14745
a hoe can keep the body warm.,0,hoe,tool,can keep the body warm,14746
a lamp can keep the body warm.,0,lamp,furniture,can keep the body warm,14747
a sink can keep the body warm.,0,sink,container,can keep the body warm,14748
brandy can keep the body warm.,0,brandy,drink,can keep the body warm,14749
a eucalyptus tree can keep the body warm.,0,eucalyptus,tree,can keep the body warm,14750
a beetle can keep the body warm.,0,beetle,invertebrate,can keep the body warm,14751
a peeler can keep the body warm.,0,peeler,kitchenware,can keep the body warm,14752
a hutch can keep the body warm.,0,hutch,container,can keep the body warm,14753
a rollerskate can keep the body warm.,0,rollerskate,toy,can keep the body warm,14754
a zebra can keep the body warm.,0,zebra,animal,can keep the body warm,14755
a strainer can keep the body warm.,0,strainer,kitchenware,can keep the body warm,14756
a bolt can keep the body warm.,0,bolt,tool,can keep the body warm,14757
a bench can keep the body warm.,0,bench,furniture,can keep the body warm,14758
a giraffe can keep the body warm.,0,giraffe,animal,can keep the body warm,14759
a bag can keep the body warm.,0,bag,container,can keep the body warm,14760
a bomb can keep the body warm.,0,bomb,weapon,can keep the body warm,14761
a crane can keep the body warm.,0,crane,bird,can keep the body warm,14762
a chandelier can keep the body warm.,0,chandelier,furniture,can keep the body warm,14763
a puppet can keep the body warm.,0,puppet,toy,can keep the body warm,14764
a speedboat can keep the body warm.,0,speedboat,water vehicle,can keep the body warm,14765
a camera can keep the body warm.,0,camera,appliance,can keep the body warm,14766
a clamp can keep the body warm.,0,clamp,tool,can keep the body warm,14767
an apple can keep the body warm.,0,apple,fruit,can keep the body warm,14768
a kite can keep the body warm.,0,kite,toy,can keep the body warm,14769
a table can keep the body warm.,0,table,furniture,can keep the body warm,14770
a chopping board can keep the body warm.,0,chopping_board,kitchenware,can keep the body warm,14771
a barrel can keep the body warm.,0,barrel,container,can keep the body warm,14772
a drill can keep the body warm.,0,drill,tool,can keep the body warm,14773
a strawberry can keep the body warm.,0,strawberry,fruit,can keep the body warm,14774
a bagpipe can keep the body warm.,0,bagpipe,music,can keep the body warm,14775
an asparagus can keep the body warm.,0,asparagus,vegetable,can keep the body warm,14776
a coach can keep the body warm.,0,coach,vehicle,can keep the body warm,14777
a bookcase can keep the body warm.,0,bookcase,furniture,can keep the body warm,14778
an armor can keep the body warm.,0,armor,clothing,can keep the body warm,14779
a train can keep the body warm.,0,train,vehicle,can keep the body warm,14780
a shark can keep the body warm.,0,shark,fish,can keep the body warm,14781
a spirit level can keep the body warm.,0,spirit_level,tool,can keep the body warm,14782
a wallet can keep the body warm.,0,wallet,container,can keep the body warm,14783
a prawn can keep the body warm.,0,prawn,sea creature,can keep the body warm,14784
a rake can keep the body warm.,0,rake,tool,can keep the body warm,14785
a mosquito can keep the body warm.,0,mosquito,invertebrate,can keep the body warm,14786
a bus can keep the body warm.,0,bus,vehicle,can keep the body warm,14787
a doll can keep the body warm.,0,doll,toy,can keep the body warm,14788
a bathtub can keep the body warm.,0,bathtub,container,can keep the body warm,14789
a plow can keep the body warm.,0,plow,tool,can keep the body warm,14790
a scarf can provide warmth.,1,scarf,clothing,can provide warmth,14791
a mug can provide warmth.,1,mug,container,can provide warmth,14792
a mitten can provide warmth.,1,mitten,clothing,can provide warmth,14793
a gown can provide warmth.,1,gown,clothing,can provide warmth,14794
a shirt can provide warmth.,1,shirt,clothing,can provide warmth,14795
a hair can provide warmth.,1,hair,body part,can provide warmth,14796
a dressing gown can provide warmth.,1,dressing_gown,clothing,can provide warmth,14797
earmuffs can provide warmth.,1,earmuffs,clothing,can provide warmth,14798
a parka can provide warmth.,1,parka,clothing,can provide warmth,14799
a robe can provide warmth.,1,robe,clothing,can provide warmth,14800
a soup can provide warmth.,1,soup,food,can provide warmth,14801
a jacket can provide warmth.,1,jacket,clothing,can provide warmth,14802
tea can provide warmth.,1,tea,drink,can provide warmth,14803
a gloves can provide warmth.,1,gloves,clothing,can provide warmth,14804
a cape can provide warmth.,1,cape,clothing,can provide warmth,14805
a wetsuit can provide warmth.,1,wetsuit,clothing,can provide warmth,14806
coffee can provide warmth.,1,coffee,drink,can provide warmth,14807
a dice can provide warmth.,0,dice,toy,can provide warmth,14808
bacon can provide warmth.,0,bacon,food,can provide warmth,14809
whiskey can provide warmth.,0,whiskey,drink,can provide warmth,14810
a basin can provide warmth.,0,basin,container,can provide warmth,14811
a wheelchair can provide warmth.,0,wheelchair,vehicle,can provide warmth,14812
a club can provide warmth.,0,club,weapon,can provide warmth,14813
a balloon can provide warmth.,0,balloon,toy,can provide warmth,14814
a revolver can provide warmth.,0,revolver,weapon,can provide warmth,14815
wine can provide warmth.,0,wine,drink,can provide warmth,14816
a rocket can provide warmth.,0,rocket,vehicle,can provide warmth,14817
a jar can provide warmth.,0,jar,container,can provide warmth,14818
a rocking chair can provide warmth.,0,rocking_chair,furniture,can provide warmth,14819
a tray can provide warmth.,0,tray,kitchenware,can provide warmth,14820
a catapult can provide warmth.,0,catapult,weapon,can provide warmth,14821
a basket can provide warmth.,0,basket,container,can provide warmth,14822
a ladle can provide warmth.,0,ladle,kitchenware,can provide warmth,14823
a cage can provide warmth.,0,cage,container,can provide warmth,14824
a peanut can provide warmth.,0,peanut,fruit,can provide warmth,14825
a bin can provide warmth.,0,bin,container,can provide warmth,14826
gin can provide warmth.,0,gin,drink,can provide warmth,14827
a marigold can provide warmth.,0,marigold,flower,can provide warmth,14828
a raft can provide warmth.,0,raft,water vehicle,can provide warmth,14829
cider can provide warmth.,0,cider,drink,can provide warmth,14830
a bucket can provide warmth.,0,bucket,container,can provide warmth,14831
jam can provide warmth.,0,jam,food,can provide warmth,14832
a yoyo can provide warmth.,0,yoyo,toy,can provide warmth,14833
a guinea pig can provide warmth.,0,guinea_pig,animal,can provide warmth,14834
a chest of drawers can provide warmth.,0,chest_of_drawers,furniture,can provide warmth,14835
a kiwi can provide warmth.,0,kiwi,fruit,can provide warmth,14836
a rattle can provide warmth.,0,rattle,toy,can provide warmth,14837
a minnow can provide warmth.,0,minnow,fish,can provide warmth,14838
a trumpet can provide warmth.,0,trumpet,music,can provide warmth,14839
an eye can provide warmth.,0,eye,body part,can provide warmth,14840
jelly can provide warmth.,0,jelly,food,can provide warmth,14841
a watermelon can provide warmth.,0,watermelon,fruit,can provide warmth,14842
an avocado can provide warmth.,0,avocado,vegetable,can provide warmth,14843
lemonade can provide warmth.,0,lemonade,drink,can provide warmth,14844
a boat can provide warmth.,0,boat,water vehicle,can provide warmth,14845
a trouser can provide warmth.,0,trouser,clothing,can provide warmth,14846
ice cream can provide warmth.,0,ice_cream,food,can provide warmth,14847
a beaver can provide warmth.,0,beaver,animal,can provide warmth,14848
a shawl can provide warmth.,0,shawl,clothing,can provide warmth,14849
a banjo can provide warmth.,0,banjo,music,can provide warmth,14850
a penknife can provide warmth.,0,penknife,tool,can provide warmth,14851
a box can provide warmth.,0,box,container,can provide warmth,14852
a hoe can provide warmth.,0,hoe,tool,can provide warmth,14853
a sink can provide warmth.,0,sink,container,can provide warmth,14854
a peeler can provide warmth.,0,peeler,kitchenware,can provide warmth,14855
a nut can provide warmth.,0,nut,fruit,can provide warmth,14856
a rollerskate can provide warmth.,0,rollerskate,toy,can provide warmth,14857
an arm can provide warmth.,0,arm,body part,can provide warmth,14858
a frisbee can provide warmth.,0,frisbee,toy,can provide warmth,14859
a strainer can provide warmth.,0,strainer,kitchenware,can provide warmth,14860
a bench can provide warmth.,0,bench,furniture,can provide warmth,14861
a bag can provide warmth.,0,bag,container,can provide warmth,14862
a date can provide warmth.,0,date,fruit,can provide warmth,14863
a bomb can provide warmth.,0,bomb,weapon,can provide warmth,14864
a chandelier can provide warmth.,0,chandelier,furniture,can provide warmth,14865
a puppet can provide warmth.,0,puppet,toy,can provide warmth,14866
a kite can provide warmth.,0,kite,toy,can provide warmth,14867
a barrel can provide warmth.,0,barrel,container,can provide warmth,14868
a chopping board can provide warmth.,0,chopping_board,kitchenware,can provide warmth,14869
a termite can provide warmth.,0,termite,invertebrate,can provide warmth,14870
a coach can provide warmth.,0,coach,vehicle,can provide warmth,14871
a bookcase can provide warmth.,0,bookcase,furniture,can provide warmth,14872
an armor can provide warmth.,0,armor,clothing,can provide warmth,14873
milk can provide warmth.,0,milk,food,can provide warmth,14874
a cup can provide warmth.,0,cup,container,can provide warmth,14875
a kangaroo can provide warmth.,0,kangaroo,animal,can provide warmth,14876
a sparrow can provide warmth.,0,sparrow,bird,can provide warmth,14877
a train can provide warmth.,0,train,vehicle,can provide warmth,14878
a potato can provide warmth.,0,potato,vegetable,can provide warmth,14879
a prawn can provide warmth.,0,prawn,sea creature,can provide warmth,14880
a rake can provide warmth.,0,rake,tool,can provide warmth,14881
a pigeon can provide warmth.,0,pigeon,bird,can provide warmth,14882
a sandwich can provide warmth.,0,sandwich,food,can provide warmth,14883
an oil tanker can provide warmth.,0,oil_tanker,water vehicle,can provide warmth,14884
a mosquito can provide warmth.,0,mosquito,invertebrate,can provide warmth,14885
a bus can provide warmth.,0,bus,vehicle,can provide warmth,14886
a doll can provide warmth.,0,doll,toy,can provide warmth,14887
a hose can provide warmth.,0,hose,tool,can provide warmth,14888
a bathtub can provide warmth.,0,bathtub,container,can provide warmth,14889
a plow can provide warmth.,0,plow,tool,can provide warmth,14890
a kettle can be warm.,1,kettle,appliance,can be warm,14891
a stove can be warm.,1,stove,appliance,can be warm,14892
a coffee maker can be warm.,1,coffee_maker,appliance,can be warm,14893
an oven can be warm.,1,oven,appliance,can be warm,14894
a microwave can be warm.,1,microwave,appliance,can be warm,14895
a toaster can be warm.,1,toaster,appliance,can be warm,14896
a raft can be warm.,0,raft,water vehicle,can be warm,14897
a kite can be warm.,0,kite,toy,can be warm,14898
a dice can be warm.,0,dice,toy,can be warm,14899
a chopping board can be warm.,0,chopping_board,kitchenware,can be warm,14900
a yoyo can be warm.,0,yoyo,toy,can be warm,14901
earmuffs can be warm.,0,earmuffs,clothing,can be warm,14902
a balloon can be warm.,0,balloon,toy,can be warm,14903
a box can be warm.,0,box,container,can be warm,14904
a sink can be warm.,0,sink,container,can be warm,14905
a doll can be warm.,0,doll,toy,can be warm,14906
an armor can be warm.,0,armor,clothing,can be warm,14907
a rattle can be warm.,0,rattle,toy,can be warm,14908
a peeler can be warm.,0,peeler,kitchenware,can be warm,14909
a catapult can be warm.,0,catapult,weapon,can be warm,14910
a basket can be warm.,0,basket,container,can be warm,14911
a bag can be warm.,0,bag,container,can be warm,14912
a bin can be warm.,0,bin,container,can be warm,14913
a puppet can be warm.,0,puppet,toy,can be warm,14914
a buttercup is grown.,1,buttercup,flower,is grown,15105
a carnation is grown.,1,carnation,flower,is grown,15106
a parsley is grown.,1,parsley,vegetable,is grown,15107
a peach is grown.,1,peach,fruit,is grown,15108
a radish is grown.,1,radish,vegetable,is grown,15109
a rose is grown.,1,rose,flower,is grown,15110
a sweet potato is grown.,1,sweet_potato,vegetable,is grown,15111
a garlic is grown.,1,garlic,vegetable,is grown,15112
a cucumber is grown.,1,cucumber,vegetable,is grown,15113
a leek is grown.,1,leek,vegetable,is grown,15114
an onion is grown.,1,onion,vegetable,is grown,15115
a pumpkin is grown.,1,pumpkin,vegetable,is grown,15116
a blueberry is grown.,1,blueberry,fruit,is grown,15117
a coconut is grown.,1,coconut,fruit,is grown,15118
a mango is grown.,1,mango,fruit,is grown,15119
a plum is grown.,1,plum,fruit,is grown,15120
a pansy is grown.,1,pansy,flower,is grown,15121
a cherry is grown.,1,cherry,fruit,is grown,15122
a nut is grown.,1,nut,fruit,is grown,15123
a sunflower is grown.,1,sunflower,flower,is grown,15124
a tomato is grown.,1,tomato,vegetable,is grown,15125
a pea is grown.,1,pea,vegetable,is grown,15126
a celery is grown.,1,celery,vegetable,is grown,15127
a satsuma is grown.,1,satsuma,fruit,is grown,15128
a banana is grown.,1,banana,fruit,is grown,15129
a daffodil is grown.,1,daffodil,flower,is grown,15130
an orchid is grown.,1,orchid,flower,is grown,15131
rice is grown.,1,rice,food,is grown,15132
an orange is grown.,1,orange,fruit,is grown,15133
a daisy is grown.,1,daisy,flower,is grown,15134
a lily is grown.,1,lily,flower,is grown,15135
a date is grown.,1,date,fruit,is grown,15136
a lime is grown.,1,lime,fruit,is grown,15137
a peanut is grown.,1,peanut,fruit,is grown,15138
a bean is grown.,1,bean,vegetable,is grown,15139
a lemon is grown.,1,lemon,fruit,is grown,15140
sugar is grown.,1,sugar,food,is grown,15141
an artichoke is grown.,1,artichoke,vegetable,is grown,15142
a marigold is grown.,1,marigold,flower,is grown,15143
an apple is grown.,1,apple,fruit,is grown,15144
a geranium is grown.,1,geranium,flower,is grown,15145
a turnip is grown.,1,turnip,vegetable,is grown,15146
a grapefruit is grown.,1,grapefruit,fruit,is grown,15147
a mushroom is grown.,1,mushroom,vegetable,is grown,15148
a corn is grown.,1,corn,vegetable,is grown,15149
a strawberry is grown.,1,strawberry,fruit,is grown,15150
an eggplant is grown.,1,eggplant,vegetable,is grown,15151
a melon is grown.,1,melon,fruit,is grown,15152
an olive is grown.,1,olive,vegetable,is grown,15153
a pineapple is grown.,1,pineapple,fruit,is grown,15154
an asparagus is grown.,1,asparagus,vegetable,is grown,15155
a tulip is grown.,1,tulip,flower,is grown,15156
a kiwi is grown.,1,kiwi,fruit,is grown,15157
a spinach is grown.,1,spinach,vegetable,is grown,15158
a pear is grown.,1,pear,fruit,is grown,15159
a tangerine is grown.,1,tangerine,fruit,is grown,15160
a carrot is grown.,1,carrot,vegetable,is grown,15161
a grape is grown.,1,grape,fruit,is grown,15162
a rhubarb is grown.,1,rhubarb,fruit,is grown,15163
a cauliflower is grown.,1,cauliflower,vegetable,is grown,15164
a hyacinth is grown.,1,hyacinth,flower,is grown,15165
a watermelon is grown.,1,watermelon,fruit,is grown,15166
a dandelion is grown.,1,dandelion,flower,is grown,15167
a broccoli is grown.,1,broccoli,vegetable,is grown,15168
a cabbage is grown.,1,cabbage,vegetable,is grown,15169
a lettuce is grown.,1,lettuce,vegetable,is grown,15170
a brussels sprout is grown.,1,brussels_sprout,vegetable,is grown,15171
a potato is grown.,1,potato,vegetable,is grown,15172
a nectarine is grown.,1,nectarine,fruit,is grown,15173
an avocado is grown.,1,avocado,vegetable,is grown,15174
a poppy is grown.,1,poppy,flower,is grown,15175
tea is grown.,1,tea,drink,is grown,15176
a raspberry is grown.,1,raspberry,fruit,is grown,15177
a zucchini is grown.,1,zucchini,vegetable,is grown,15178
an apricot is grown.,1,apricot,fruit,is grown,15179
coffee is grown.,1,coffee,drink,is grown,15180
a ball is grown.,0,ball,toy,is grown,15181
a dice is grown.,0,dice,toy,is grown,15182
a tiger is grown.,0,tiger,animal,is grown,15183
a lobster is grown.,0,lobster,sea creature,is grown,15184
a basin is grown.,0,basin,container,is grown,15185
whiskey is grown.,0,whiskey,drink,is grown,15186
a finger is grown.,0,finger,body part,is grown,15187
a chestnut tree is grown.,0,chestnut,tree,is grown,15188
a calf is grown.,0,calf,animal,is grown,15189
a cupboard is grown.,0,cupboard,furniture,is grown,15190
wine is grown.,0,wine,drink,is grown,15191
a wren is grown.,0,wren,bird,is grown,15192
a rocket is grown.,0,rocket,vehicle,is grown,15193
an emu is grown.,0,emu,bird,is grown,15194
an arrow is grown.,0,arrow,weapon,is grown,15195
a dresser is grown.,0,dresser,furniture,is grown,15196
a swing is grown.,0,swing,toy,is grown,15197
a dishwasher is grown.,0,dishwasher,appliance,is grown,15198
an iguana is grown.,0,iguana,animal,is grown,15199
a scythe is grown.,0,scythe,tool,is grown,15200
a bone is grown.,0,bone,body part,is grown,15201
a crab is grown.,0,crab,sea creature,is grown,15202
a guitar is grown.,0,guitar,music,is grown,15203
a leg is grown.,0,leg,body part,is grown,15204
a grater is grown.,0,grater,kitchenware,is grown,15205
a basket is grown.,0,basket,container,is grown,15206
a pine tree is grown.,0,pine,tree,is grown,15207
a rabbit is grown.,0,rabbit,animal,is grown,15208
a ladle is grown.,0,ladle,kitchenware,is grown,15209
a grasshopper is grown.,0,grasshopper,invertebrate,is grown,15210
a pig is grown.,0,pig,animal,is grown,15211
a cage is grown.,0,cage,container,is grown,15212
a sledge is grown.,0,sledge,vehicle,is grown,15213
a mirror is grown.,0,mirror,furniture,is grown,15214
ham is grown.,0,ham,food,is grown,15215
gin is grown.,0,gin,drink,is grown,15216
a toad is grown.,0,toad,animal,is grown,15217
a pie is grown.,0,pie,food,is grown,15218
a bucket is grown.,0,bucket,container,is grown,15219
cider is grown.,0,cider,drink,is grown,15220
a chest of drawers is grown.,0,chest_of_drawers,furniture,is grown,15221
a caterpillar is grown.,0,caterpillar,invertebrate,is grown,15222
a tractor is grown.,0,tractor,vehicle,is grown,15223
an octopus is grown.,0,octopus,sea creature,is grown,15224
a tongue is grown.,0,tongue,body part,is grown,15225
a throne is grown.,0,throne,furniture,is grown,15226
a chicken is grown.,0,chicken,bird,is grown,15227
a bra is grown.,0,bra,clothing,is grown,15228
a foot is grown.,0,foot,body part,is grown,15229
beer is grown.,0,beer,drink,is grown,15230
a mussel is grown.,0,mussel,sea creature,is grown,15231
a crocodile is grown.,0,crocodile,animal,is grown,15232
a broom is grown.,0,broom,tool,is grown,15233
an eagle is grown.,0,eagle,bird,is grown,15234
a banjo is grown.,0,banjo,music,is grown,15235
a hair is grown.,0,hair,body part,is grown,15236
a scallop is grown.,0,scallop,sea creature,is grown,15237
a worm is grown.,0,worm,invertebrate,is grown,15238
